sku,key,value_text,value_numeric,value_boolean
VPRO160F,color,Beyaz,,
VPRO160F,diameter_mm,,160,
VPRO160F,machine_compatibility,Rotary,,
VPRO160F,base_diameter_mm,,160,
VPRO160F,cell_structure,Open Cell,,
VPRO160F,hardness,Hard,,
GRY200F,cut_level,Heavy Cut,,
GRY200F,color,Gri,,
GRY200F,diameter_mm,,200,
GRY200F,machine_compatibility,Rotary,,
GRY200F,base_diameter_mm,,200,
GRY200F,cell_structure,Open Cell,,
GRY200F,hardness,Hard,,
RE200F,cut_level,Medium Cut,,
RE200F,color,Kırmızı,,
RE200F,diameter_mm,,200,
RE200F,machine_compatibility,Rotary,,
RE200F,base_diameter_mm,,200,
RE200F,cell_structure,Open Cell,,
RE200F,hardness,Medium-Hard,,
GPRO200F,cut_level,Finish,,
GPRO200F,color,Sarı,,
GPRO200F,diameter_mm,,200,
GPRO200F,machine_compatibility,Rotary,,
GPRO200F,base_diameter_mm,,200,
GPRO200F,cell_structure,Open Cell,,
GPRO200F,hardness,Medium-Soft,,
SVPRO160F,cut_level,Protection/Wax,,
SVPRO160F,color,Siyah,,
SVPRO160F,diameter_mm,,160,
SVPRO160F,machine_compatibility,Rotary,,
SVPRO160F,base_diameter_mm,,160,
SVPRO160F,cell_structure,Open Cell,,
SVPRO160F,hardness,Soft,,
GRY6555,cut_level,Heavy Cut,,
GRY6555,color,Gri,,
GRY6555,diameter_mm,,65,
GRY6555,machine_compatibility,Nano/Mini,,
GRY6555,base_diameter_mm,,55,
GRY6555,cell_structure,Open Cell,,
GRY6555,hardness,Hard,,
BUR060,cut_level,Heavy Cut,,
BUR060,color,Bordo,,
BUR060,diameter_mm,,60,
BUR060,machine_compatibility,Nano/Mini,,
BUR060,base_diameter_mm,,60,
BUR060,cell_structure,Open Cell,,
BUR060,hardness,Hard,,
GPRO060,cut_level,Finish,,
GPRO060,color,Sarı,,
GPRO060,diameter_mm,,60,
GPRO060,machine_compatibility,Nano/Mini,,
GPRO060,base_diameter_mm,,55,
GPRO060,cell_structure,Open Cell,,
GPRO060,hardness,Medium-Soft,,
SGGA081,cut_level,Glass Cut,,
SGGA081,material,Rayon/Keçe,,
SGGA081,diameter_mm,,150,
SGGA081,machine_compatibility,Rotary,,
SGGA081,machine_compatibility,Orbital,,
SGGA081,base_diameter_mm,,150,
KP160-22KL,cut_level,Heavy Cut,,
KP160-22KL,material,Doğal Kuzu Postu,,
KP160-22KL,diameter_mm,,160,
KP160-22KL,machine_compatibility,Rotary,,
KP160-22KL,color,Lila,,
Q2M-PPFSL4000M,function,Kayganlaştırıcı ve Yapıştırıcı,,
Q2M-PPFSL4000M,concentrate,,,true
Q2M-PPFSL4000M,dilution_ratio,1:100,,
Q2M-PPFSL4000M,volume_ml,,4000,
PPF-L500M,function,Kaldırma ve Pozisyonlama,,
PPF-L500M,concentrate,,,true
PPF-L500M,dilution_ratio,1:50,,
PPF-L500M,features,"Yapışkanı bozmadan filmi kaldırmayı sağlar, jelleşmez",,
SGPM006,material,TPU (Termoplastik Poliüretan),,
SGPM006,hardness,Orta,,
SGPM006,features,"Entegre mıknatıs, 85 derece eğimli ağız",,
SGPM001,material,TPU,,
SGPM001,features,"Çift taraflı kullanım, su tahliyesi için ideal",,
SGPM001,hardness,Orta,,
SGPM002,size,Mini (3 cm),,
SGPM002,features,Hassas detay çalışması,,
SGPM002,material,TPU,,
SGPM002,hardness,Orta,,
SGPM003,features,Köşe dönüşleri ve fitil kenarları için,,
SGPM003,material,TPU,,
SGPM003,hardness,Orta,,
SGPM004,material,TPU,,
SGPM004,hardness,Orta,,
SGPM005,material,TPU,,
SGPM005,hardness,Orta,,
SGPM007,material,PE + Keçe,,
SGPM007,features,"Çizilmeyi önleyen keçe uç, kuru uygulama uygunluğu",,
SGPM007,hardness,Orta,,
SGPM009,function,Folyoyu araç üzerinde sabitleme,,
SGPM009,material,Kauçuk kaplı Neodimyum,,
SGPM008,features,"3M yapışkanlı, aşınma dirençli",,
SGPM008,material,3M Yapışkanlı Keçe,,
SGPM008,quantity,,10,
Q2M-PPFIK,kit_contents,Ragle Seti,,
Q2M-PPFIK,kit_contents,Bıçak,,
Q2M-PPFIK,kit_contents,Cımbız,,
Q2M-PPFIK,kit_contents,Eldiven,,
Q2M-PPFIK,kit_contents,Atık Kutusu,,
Q2M-PPFIK,features,Profesyonel başlangıç seti,,
SGPM013,kit_contents,5 Farklı Boy/Şekil TPU Ragle,,
SGPM013,kit_contents,Saklama Kutusu,,
SGPM013,features,Tüm yüzey tipleri için komple çözüm,,
SGPM013,material,TPU,,
SGPM014,kit_contents,Sıkıştırma Raglesi,,
SGPM014,kit_contents,Kazıyıcı,,
SGPM014,kit_contents,Kenar Kapatıcı,,
SGPM014,material,TPU,,
79292,function,Boya hatalarını ortaya çıkarır (Inspection Spray),,
79292,features,"Yavaş buharlaşma, leke bırakmaz",,
79292,ph_level,,9,
79292,consumption_ml_per_car,,50,
79292,concentrate,,,true
79292,dilution_ratio,1:3 - 1:5,,
76008,ph_level,Alkali (10.5),,
76008,features,Protein bazlı kirleri çözer,,
76008,volume_ml,,750,
79291,ph_level,Nötr (pH 7),,
79291,consumption_ml_per_car,,150,
79291,concentrate,,,true
79291,dilution_ratio,Saf veya 1:1 - 1:2,,
Q2M-CLR500M,function,Kil Kaydırıcı,,
Q2M-CLR500M,ph_level,Nötr,,
Q2M-CLR500M,concentrate,,,true
Q2M-CLR500M,dilution_ratio,1:10 - 1:25,,
Q2M-CLR500M,volume_ml,,500,
Q2M-IR4000M,ph_level,Nötr (pH 7),,
Q2M-IR4000M,consumption_ml_per_car,,150,
Q2M-IR4000M,volume_ml,,4000,
Q2M-IWCR4000M,ph_level,Nötr (pH 7),,
Q2M-IWCR4000M,consumption_ml_per_car,,100,
Q2M-IWCR4000M,volume_ml,,4000,
Q2M-CCE,material,Polybutene reçine,,
Q2M-CCE,hardness,4/10,,
700210,ph_level,Hafif asidik,,
700210,concentrate,,,true
700210,dilution_ratio,Saf veya 1:1 - 1:2,,
70864,ph_level,Nötr (asidik olmayan),,
70864,volume_ml,,750,
76006,volume_ml,,750,
MGPS-2019KM,material,Polibütilen reçine + elastomer,,
MGPS-2019KM,color,Mavi,,
MGPS-2019KM,hardness,Orta (Medium Duty),,
MGPS-2019KH,material,Polibütilen reçine + elastomer,,
MGPS-2019KH,color,Mor,,
MGPS-2019KH,hardness,Yüksek (Heavy Duty),,
Q2M-TR4000M,ph_level,Nötr,,
Q2M-TR4000M,consumption_ml_per_car,,100,
Q2M-TR4000M,volume_ml,,4000,
Q2M-BGYA1000M,ph_level,Alkali (pH 11),,
Q2M-BGYA1000M,consumption_ml_per_car,80-150,,
Q2M-BGYA1000M,volume_ml,,1000,
79293,ph_level,Nötr,,
79293,consumption_ml_per_car,,100,
79293,volume_ml,,500,
Q2M-WSYA1000M,ph_level,Asidik (pH 2),,
Q2M-WSYA1000M,consumption_ml_per_car,,25,
Q2M-WSYA1000M,volume_ml,,1000,
701350,ph_level,Asidik (pH 1.5),,
701350,consumption_ml_per_car,,150,
701350,concentrate,,,true
701350,dilution_ratio,Saf veya 1:5,,
700888,ph_level,Asidik,,
700888,concentrate,,,true
700888,weight_kg,,25,
79304,application_method,Spray & Rinse,,
79304,durability_label,3 Ay,,
79304,features,"Kurutma yardımcısı, bez gerektirmez",,
79304,durability_months,,3,
Q2M-QDYA1000M,function,"Toz alma, Parlatma",,
Q2M-QDYA1000M,features,"Karnauba bazı, kolay silim, leke bırakmaz",,
79301,function,Temizlik ve Koruma,,
79301,features,"İz bırakmaz, nanoteknoloji uyumlu",,
Q2M-CRYA250M,durability_label,6+ Hafta,,
Q2M-CRYA250M,function,Seramik kaplama bakımı ve su lekesi önleme,,
Q2M-CRYA250M,application_method,Spray & Wipe,,
Q2M-CMR500M,target_surfaces,Mat Boya,,
Q2M-CMR500M,target_surfaces,Mat PPF,,
Q2M-CMR500M,features,Parlatmadan korur,,
Q2M-PPFMR500M,target_surfaces,PPF,,
Q2M-PPFMR500M,target_surfaces,Vinil,,
Q2M-PPFMR500M,features,"Folyoyu besler, sararmayı geciktirir",,
26919.271.001,features,"Yüksek su iticilik, kolay uygulama",,
26919.271.001,durability_label,3 Ay,,
26919.271.001,durability_months,,3,
700097,durability_label,5-9 Ay,,
700097,features,"Su bazlı, klasik araçlar için güvenli",,
22070.261.001,features,"Polimer teknolojisi, derin parlaklık",,
22070.261.001,filler_free,,,true
22070.261.001,durability_label,6 Ay+,,
22070.261.001,durability_months,,6,
22070.261.001,application_method,Machine or Hand (Apply & Buff),,
22870.261.001,features,Doğal parlaklık ve koruma,,
22870.261.001,filler_free,,,true
22870.261.001,application_method,Machine or Hand,,
Q2-W175G,features,Ambalajı sayesinde el değmeden uygulama,,
Q2-W175G,durability_label,Haftalarca,,
Q2-W175G,durability_months,,6,
74062,concentrate,,,true
74062,dilution_ratio,1:100,,
74062,features,Yıkama sonrası hızlı kurutma cilası,,
74062,scent,Vişne,,
71331,concentrate,,,true
71331,dilution_ratio,1:200,,
71331,scent,Vişne,,
71331,features,Self servis uyumlu,,
71331,features,Koruyucu ve parlatıcı,,
71331,features,Ekonomik dozaj,,
71331,features,Düşük pH,,
70545,features,"Osmoz suyu uyumlu, leke bırakmaz",,
70545,concentrate,,,true
70545,dilution_ratio,1:200,,
75016,features,Susuz temizlik ve parlaklık,,
Q2M-WCYA4000M,application_method,Spray & Rinse,,
Q2M-WCYA4000M,durability_label,12 Hafta,,
Q2M-WCYA4000M,features,Galon boyut,,
Q2M-WCYA4000M,features,Profesyonel kullanım,,
Q2M-WCYA4000M,features,SiO² teknoloji,,
Q2M-WCYA4000M,features,pH 2-11 dayanım,,
78779,application_method,Foam Lance / Spray,,
78779,concentrate,,,true
78779,dilution_ratio,1:400 (Püskürtme) - 1:15 (Köpük),,
78779,features,"Nanoteknoloji, aşınma direnci, ıslak veya kuru kullanım",,
Q2-QV120M,durability_months,,6,
Q2-QV120M,features,Keçe uçlu tüp,,
Q2-QV120M,features,6 ay dayanım,,
Q2-QV120M,features,Sileceksiz görüş,,
Q2-QV120M,features,Cam spesifik,,
Q2M-CDYA1000M,application_method,Islak / Kuru,,
Q2M-CDYA1000M,features,Seramik hidrofobi takviyesi,,
Q2M-CDYA1000M,features,SiO² içerik,,
Q2M-CDYA1000M,features,Islak/kuru esneklik,,
Q2M-CDYA1000M,features,Düşük tüketim,,
Q2M-TOTR1000M,features,Tam katman sökücü,,
Q2M-TOTR1000M,features,1L profesyonel boyut,,
Q2M-TOTR1000M,features,Polisajsız düzeltme,,
Q2M-TOTR1000M,features,Hızlı etki,,
75182,application_method,Spray & Wipe,,
75182,features,Balmumu içerikli,,
75182,features,Nano teknoloji,,
75182,features,Çizilmeye karşı direnç,,
75182,features,Showroom parlaklığı,,
75182,features,5L profesyonel boyut,,
74059,dilution_ratio,Saf - 1:25,,
74059,features,UV-aktif nano formül,,
74059,features,Patentli teknoloji,,
74059,features,6 hafta koruma,,
74059,features,Esnek seyreltme,,
700096,features,Nano teknoloji,,
700096,features,Moleküler film,,
700096,features,5L profesyonel boyut,,
700096,features,Kimyasal direnç,,
373680,power_source,Corded (Kablolu),,
373680,features,"VR elektronik kontrol, yüksek tork, aşırı ısınma koruması",,
373680,weight_kg,,2.2,
406813,power_source,Corded (Kablolu),,
406813,features,"Ergonomik ince gövde, tetik hassasiyeti",,
406813,weight_kg,,2.2,
533019,power_source,Battery (Akülü),,
533019,kit_contents,2x 5.0Ah Akü,,
533019,kit_contents,Hızlı Şarj Cihazı,,
533019,kit_contents,Çanta,,
533019,weight_kg,,2.1,
533019,features,Kömürsüz motor,,
533019,features,CDC sabit elektronik,,
533019,features,6 kademeli hız,,
533019,features,EMS koruma sistemi,,
533019,features,LED akü göstergesi,,
SGGF179,power_source,Corded (Kablolu),,
SGGF179,features,"İki aşamalı dişli redüktör, titreşim önleme",,
SGGF179,weight_kg,,3.5,
418072,power_source,Corded (Kablolu),,
418072,features,"Pozitif sürüş (Gear Driven), hologram yapmaz, yüksek kesim",,
418072,weight_kg,,2.6,
533020,power_source,Battery (Akülü),,
533020,kit_contents,2x 5.0Ah Akü,,
533020,kit_contents,Şarj Cihazı,,
533020,weight_kg,,2,
533020,features,Gear Driven,,
533020,features,Dual Action,,
533020,features,Kömürsüz motor,,
533020,features,CDC elektronik,,
533020,features,Kablosuz,,
447129,power_source,Corded (Kablolu),,
447129,features,"Serbest salınım, dar alanlar için ideal",,
447129,weight_kg,,2.1,
418080,power_source,Corded (Kablolu),,
418080,features,"Hologramsız finisaj, düşük yüzey ısısı",,
418080,weight_kg,,2.4,
533021,power_source,Battery (Akülü),,
533021,weight_kg,,2.1,
533021,features,15mm salınım,,
533021,features,Kömürsüz motor,,
533021,features,CDC elektronik,,
533021,features,Kablosuz,,
533021,features,EMS koruma,,
SGGF181,power_source,Corded (Kablolu),,
SGGF181,features,"Yumuşak başlatma, ergonomik tasarım",,
SGGF181,weight_kg,,3.5,
418102,power_source,Battery (Akülü),,
418102,features,"Hızlı değişim sistemi (I-Brid), hepsi bir arada",,
418102,weight_kg,,0.63,
513547,kit_contents,PXE 80 Nano Polisaj,,
513547,kit_contents,DD 2G Şarjlı Matkap,,
513547,kit_contents,3'lü Fırça,,
513547,features,Detaylı temizlik ve polisaj için komple set,,
513547,power_source,Battery,,
SGGF273,power_source,Battery (Akülü),,
SGGF273,features,"65 parça aksesuar seti, fırçasız motor",,
SGGF273,weight_kg,,0.629,
447706,power_source,Corded,,
447706,features,"Kömürsüz motor, titreşim sönümleme",,
530632,power_source,Corded,,
530632,features,"Hız ayarlı, kömürsüz motor",,
530632,weight_kg,,1.3,
516112,features,Aparatsız montaj,,
516112,features,Hızlı değişim sistemi,,
516112,features,140cm esneklik,,
513547-01,features,Matkap+Fırça seti,,
513547-01,features,Fırçasız motor,,
513547-01,features,Detaylı temizlik için,,
SGGC055,material,HDPE + Alüminyum,,
SGGC055,features,Çift yönlü mandal,,
SGGC055,features,Seyreltme göstergesi,,
SGGC055,features,Bilya sistemi,,
SGGC055,features,Yedek parça dahil,,
532579,weight_g,,700,
532579,features,LCD ekran,,
532579,features,Sabit sıcaklık teknolojisi,,
532579,features,4 nozul dahil,,
532579,features,Koruyucu tutamak,,
SGGC086,max_pressure_bar,,16,
SGGC086,material,PP + Plastik uç,,
SGGC086,features,Yumuşak plastik uç,,
SGGC086,features,Çift yönlü askı aparatı,,
SGGC086,features,Ergonomik tasarım,,
SGGC086,features,Çizme karşıtı,,
530537,features,EC fırçasız motor,,
530537,features,3 hava üfleme modu,,
530537,features,Değiştirilebilir nozullar,,
530537,features,Kompakt tasarım,,
SGGS003,nozzle_type,short,,
SGGS003,material,PA66,,
SGGS003,dimensions_mm,179x90x25,,
SGGS003,weight_g,,117,
SGGS003,features,Konik açılı kısa nozul,,
SGGS003,features,PA66 plastik gövde,,
SGGS003,features,Çift kanca sistemi,,
SGGS003,features,Alüminyum iç parçalar,,
GPRO6555,base_diameter_mm,,55,
GPRO6555,hardness,Medium-Soft,,
GPRO6555,cell_structure,Open,,
GPRO6555,color,Yellow,,
336807,quantity,,2,
399647,quantity,,2,
81676800,kit_contents,Nozzle,,
81676800,kit_contents,Keçe,,
81676800,quantity,,1,
81771871,kit_contents,Ayarlanabilir Nozzle,,
81771871,kit_contents,Açılı Nozzle,,
81771871,quantity,,1,
81771874,kit_contents,Valf,,
81771874,kit_contents,Conta,,
81771874,kit_contents,O-ring,,
81771874,quantity,,6,
82671874,kit_contents,Conta,,
82671874,kit_contents,Bilezik,,
82671874,kit_contents,Valf,,
82671874,quantity,,9,
487988,diameter_mm,,150,
487988,material,Esnek PU,,
492361,diameter_mm,,75,
492361,material,PU,,
492361,hardness,Orta,,
SGGD166,diameter_mm,,1,
SGGD166,diameter_mm,,2,
SGGD166,quantity,,2,
SGGF181-57,diameter_mm,,125,
SGGF181-57,features,Delikli/Soğutmalı,,
SGGF181-57,material,Kauçuk + Sünger + Plastik,,
SGGD053,diameter_mm,,150,
SGGD053,material,Silikon/Esnek,,
26935.099.001,color,Kırmızı,,
26935.099.001,material,Metal+PVC,,
26935.099.001,diameter_mm,,148,
26931.099.001,color,Kırmızı,,
26931.099.001,material,Metal + PVC,,
26931.099.001,diameter_mm,,123,
26934.099.001,color,Kırmızı,,
26934.099.001,material,Metal + PVC,,
26934.099.001,diameter_mm,,75,
SGYC011,material,Plastik,,
83371816,features,Ayarlanabilir Konik Nozul,,
82671836,features,Kimyasal Dayanımlı,,
82671836,diameter_mm,,12,
83371836,type,Spiral,,
83371836,features,Kimyasal Dayanımlı,,
83371836,features,Otomatik Toplanır,,
82671872,material,INOX (Paslanmaz Çelik),,
79643,features,Kimyasal Dayanımlı,,
8447,features,360 Derece Atım,,
8447,color,Beyaz,,
79258,features,Kimyasal Dayanımlı,,
79258,color,Siyah,,
8410,features,360 Derece Atım,,
8410,color,Beyaz,,
445894,features,EMS Koruma,,
445894,features,Hızlı Şarj,,
445894,features,Şarj Göstergesi,,
417882,features,"Hızlı Şarj, LED Gösterge",,
458813,kit_contents,50mm,,
458813,kit_contents,80mm,,
458813,kit_contents,120mm Uzatma,,
81678,capacity_liters,,2,
81678,compressed_air_connection,,,true
81678,features,"Kompresör sibop girişi, sürekli köpük imkanı",,
81678,capacity_total_lt,,1.9,
81678,max_pressure_bar,,3,
81678,nozzle_type,Yelpaze tipi köpük nozul,,
81678,chemical_resistance,Asitler,,
81678,chemical_resistance,Köpük yapıcılar,,
81678,chemical_resistance,pH nötr,,
81776,capacity_liters,,1.5,
81776,chemical_resistance,Chemicals,,
81776,features,"Geniş ağız, ergonomik tasarım",,
81776,capacity_total_lt,,1.5,
81776,max_pressure_bar,,3,
81776,nozzle_type,Köpük yapıcı açılı özel nozul,,
82676,capacity_liters,,12,
82676,features,"Profesyonel geniş hacim, taşıma askısı",,
82676,capacity_total_lt,,10,
82676,max_pressure_bar,,4,
82676,nozzle_type,Köpük yapıcı açılı özel nozul,,
81675,capacity_liters,,2,
81675,chemical_resistance,Acid,,
81675,chemical_resistance,Disinfectant,,
81675,spray_pattern_adjustable,,,true
81675,features,"360 derece atım, asit dayanımı",,
81675,capacity_total_lt,,1.9,
81675,max_pressure_bar,,2.5,
81675,nozzle_type,Ayarlanabilir universal + Açılı sıvı nozul,,
84177,capacity_liters,,1,
84177,chemical_resistance,Alkaline,,
84177,chemical_resistance,Alcohol,,
84177,features,"360 derece atım, şeffaf seviye göstergesi",,
84177,nozzle_type,Ayarlanabilir Konik,,
84177,weight_g,,180,
84177,made_in,İspanya,,
84173,capacity_liters,,0.6,
84173,features,"Kompakt boyut, 360 derece kullanım",,
84173,chemical_resistance,Alkaline,,
84173,chemical_resistance,Ketones,,
84173,chemical_resistance,Alcohol,,
84173,chemical_resistance,Disinfectants,,
84173,chemical_resistance,pH Neutral,,
84173,weight_g,,180,
84173,made_in,İspanya,,
81774,capacity_liters,,1.5,
81774,chemical_resistance,Solvent,,
81774,chemical_resistance,Petroleum,,
81774,chemical_resistance,Oil,,
81774,features,Ağır kimyasal ve solvent dayanımı,,
81774,nozzle_type,Ayarlanabilir Universal,,
81774,weight_g,,460,
81774,made_in,İspanya,,
84174,capacity_liters,,1,
84174,chemical_resistance,Solvent,,
84174,chemical_resistance,Tar Remover,,
84174,features,Zift ve balata temizleyiciler için ideal,,
84174,capacity_total_lt,,1,
81777,capacity_liters,,1.5,
81777,chemical_resistance,Alkaline,,
81777,chemical_resistance,Alcohol,,
81777,features,"EPDM conta, genel temizleyicilerle uyumlu",,
81777,capacity_total_lt,,1.5,
81777,max_pressure_bar,,2.5,
81777,nozzle_type,Ayarlanabilir universal + Açılı sıvı nozul,,
83371,capacity_liters,,12,
83371,material,INOX (Paslanmaz Çelik),,
83371,features,"Manometre, film uygulamaları için özel",,
83371,capacity_total_lt,,15,
83371,max_pressure_bar,,6,
83371,nozzle_type,Konik ve yelpaze nozul,,
83371,chemical_resistance,Alkol bazlı çözeltiler,,
83371,chemical_resistance,Seyreltilmiş asitler,,
83371,chemical_resistance,pH nötr,,
18802,capacity_liters,,1.8,
18802,chemical_resistance,Acid,,
18802,features,Asitli jant temizleyiciler için ideal,,
18802,capacity_total_lt,,1.86,
18802,max_pressure_bar,,3,
18802,nozzle_type,Ayarlanabilir,,
18810,capacity_liters,,1.8,
18810,chemical_resistance,Alkaline,,
18810,chemical_resistance,Alcohol,,
18810,capacity_total_lt,,1.86,
18810,max_pressure_bar,,3,
18810,nozzle_type,Ayarlanabilir,,
26005,capacity_liters,,1.8,
26005,chemical_resistance,Solvent,,
26005,chemical_resistance,Petroleum,,
26005,chemical_resistance,Aggressive Chemicals,,
26005,features,En yüksek kimyasal direnç (Ultimate seri),,
26005,capacity_total_lt,,1.86,
26005,nozzle_type,Ayarlanabilir konik sprey,,
20450,capacity_liters,,1.3,
20450,features,"360 derece kullanım, şeffaf hazne",,
20450,capacity_total_lt,,1.31,
20450,nozzle_type,Ayarlanabilir (ince sis - düz jet),,
20450,chemical_resistance,Su bazlı deterjanlar,,
20450,chemical_resistance,pH nötr ürünler,,
21746,capacity_liters,,11,
21746,features,"Geniş hacim, köpük yapıcı",,
21746,capacity_total_lt,,11.23,
21746,max_pressure_bar,,3,
21746,nozzle_type,"Kavisli köpük lans, 110° fan açısı",,
21746,chemical_resistance,Alkaliler,,
21746,chemical_resistance,Ketonlar,,
21746,chemical_resistance,Alkoller,,
123456,capacity_liters,,10,
123456,features,Film uygulamaları için özel beyaz/siyah tasarım,,
123456,function,PPF ve Cam Filmi Uygulama Pompası,,
123456,max_pressure_bar,,3,
123456,made_in,İtalya,,
79587-643,capacity_liters,,1,
79587-643,features,"Ölçekli, kimyasal dayanıklı Canyon başlık",,
79587-643,color,Mavi,,
79588-643,capacity_liters,,1,
79588-643,color,Siyah,,
700743,capacity_liters,,2,
700743,chemical_resistance,Alkaline,,
700743,chemical_resistance,Alcohol,,
700743,features,Gıda işletmeleri ve dezenfeksiyon uyumlu,,
700743,capacity_total_lt,,2,
Q2M-P-DB300M,capacity_liters,,0.3,
Q2M-P-DB300M,features,"Esnek yapı, hassas döküm",,
Q2M-P-DB300M,material,Esnek plastik,,
81686,capacity_total_lt,,2,
81686,nozzle_type,Fan yayılımlı köpük nozulu,,
84170,nozzle_type,Ayarlanabilir konik nozul,,
82672,capacity_total_lt,,8,
82672,nozzle_type,Ayarlanabilir konik (2 adet) + Açılı/fan nozul,,
82679,capacity_total_lt,,10,
82679,nozzle_type,Ayarlanabilir universal (2 adet) + Açılı sıvı nozul,,
81781,capacity_total_lt,,1.5,
81781,nozzle_type,Ayarlanabilir universal + Açılı sıvı nozul,,
81773,capacity_total_lt,,1.5,
81773,nozzle_type,Alttan püskürtmeli uzun nozul,,
79587-644,color,Mavi,,
79588-644,color,Siyah,,
79586-644,color,Yeşil,,
79586-643,color,Yeşil,,
18848,capacity_total_lt,,1.86,
18848,nozzle_type,110° köpük nozulu,,
24952,nozzle_type,Ayarlanabilir (sis - jet),,
24952,color,Beyaz/Siyah,,
20444,capacity_total_lt,,1.31,
20444,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
20444,color,Kırmızı/Beyaz,,
20417,capacity_total_lt,,1.31,
20417,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
20417,color,Gri/Beyaz,,
20009,capacity_total_lt,,2,
20009,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
20009,color,Kırmızı/Beyaz,,
19976,capacity_total_lt,,2,
19976,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
19976,color,Gri/Beyaz,,
19956,capacity_total_lt,,2,
19956,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
19956,color,Mavi/Beyaz,,
20102,capacity_total_lt,,2,
20102,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
20102,color,Kırmızı/Beyaz,,
19771,capacity_total_lt,,2,
19771,nozzle_type,"Ayarlanabilir (sis - jet, ~7m menzil)",,
19771,color,Kırmızı/Beyaz,,
23822,capacity_total_lt,,9.88,
23822,nozzle_type,Ayarlanabilir,,
23822,color,Siyah/Beyaz,,
23841,capacity_total_lt,,9.9,
23841,nozzle_type,Köpük nozul (110° püskürtme açısı),,
23841,color,Siyah/Beyaz,,
12922,nozzle_type,Ayarlanabilir,,
12922,color,Siyah/Beyaz,,
12918,nozzle_type,Ayarlanabilir,,
12918,color,Lacivert/Beyaz,,
13724,nozzle_type,Ayarlanabilir (sis/jet),,
13724,color,Beyaz/Beyaz,,
P0140AK1#26263,nozzle_type,Canyon başlık (ayarlanabilir ince/kalın),,
P0140AK1#26263,color,Kırmızı/Beyaz,,
SGGD416,material,Paslanmaz Çelik,,
SGGD415,material,Paslanmaz Çelik,,
530882,material,Metal,,
530883,material,Metal,,
502561,material,Kumaş,,
502561,weight_kg,,3.14,
SGGD175,material,Kumaş,,
SGGD291,material,Plastik,,
SGGD025,material,Metal,,
SGGD025,weight_kg,,18,
SGGD285,material,Plastik,,
SGGD285,quantity,,4,
SGGD289,material,Plastik,,
Q2M-SCOV,material,Kumaş,,
Q2M-SCOV,color,Siyah,,
Q2M-SCOV,quantity,,1,
Q2M-SWCOV,material,Kumaş,,
Q2M-SWCOV,color,Siyah,,
Q2M-SWCOV,quantity,,1,
79472,material,Plastik,,
79472,color,Siyah,,
Q2M-KM,material,Köpük,,
KLIN-3251BL,material,Kumaş/Peluş,,
KLIN-3251BL,color,Antrasit,,
SGGD233,material,Plastik,,
SGGD233,quantity,,4,
481491,material,Plastik/Metal,,
481491,weight_kg,,3.3,
481491,dimensions_mm,240x200x400,,
532024,material,Plastik/Metal,,
405418,material,Plastik/Metal,,
405418,weight_kg,,7.4,
405418,dimensions_mm,430x380x506,,
530375,features,3 parlaklık seviyesi,,
530375,features,Akü veya elektrik,,
530375,features,Tripod ayarlanabilir,,
530375,features,USB-C şarj portu,,
463302,weight_g,,56,
463302,features,CREE XPG-R5 LED,,
463302,features,Ayarlanabilir fokus,,
463302,features,Manyetik tutucu,,
463302,features,Kalem tipi,,
486728,features,Bluetooth kontrolü,,
486728,features,USB şarj portu,,
486728,features,5 kademe CCT,,
486728,features,Tripod uyumlu,,
SGGD402,material,ABS plastik,,
SGGD402,features,10 püskürtme modu,,
SGGD402,features,Ayarlanabilir basınç,,
SGGD402,features,Kaymaz kauçuk sap,,
SGGD402,features,Tetik yerine düğme,,
70868,dilution_ratio,Saf veya 1:2,,
70868,volume_ml,,750,
71706,dilution_ratio,1:3 - 1:5,,
71706,weight_kg,,5,
75138,function,Uzun Süreli Lastik Parlatıcı,,
75138,volume_ml,,5000,
75138,made_in,İtalya,,
701908,function,Parlatıcı + Koruyucu + Yenileyici,,
701908,volume_ml,,900,
701908,made_in,İtalya,,
Q2M-TEYA1000M,function,Lastik Parlatıcı ve Koruyucu,,
Q2M-TEYA1000M,volume_ml,,1000,
Q2M-TEYA1000M,made_in,Güney Kore,,
Q2M-TCYA1000M,function,Lastik ve Kauçuk Temizleyici,,
Q2M-TCYA1000M,ph_level,10 (Alkali),,
Q2M-TCYA1000M,volume_ml,,1000,
Q2M-TCYA1000M,made_in,Güney Kore,,
26900.223.011,color,Sarı,,
26900.223.011,hardness,Medium,,
26900.223.011,cut_level,Medium Cut,,
26900.223.011,diameter_mm,,150,
26900.223.011,filler_free,,,false
26900.223.011,silicone_free,,,false
26900.223.011,base_diameter_mm,,130,
26900.223.011,machine_compatibility,Rotary,,
26900.223.011,machine_compatibility,Orbital,,
26900.223.012,color,Yeşil,,
26900.223.012,hardness,Soft,,
26900.223.012,cut_level,Finish,,
26900.223.012,diameter_mm,,150,
26900.223.012,base_diameter_mm,,130,
