sku,key,value_text,value_numeric,value_boolean
PS0404,dimensions_mm,80x187x3,,
PS0404,weight_g,,11,
PS0404,material,Kağıt/Selüloz,,
PS0404,alcohol_free,,,true
PS0404,toxic_free,,,true
PS0404,made_in,İtalya,,
PS0404,collection,Paper (Asma Kart),,
PS0606,scent,Black Velvet,,
PS0606,durability_label,30 Gün,,
PS0606,durability_days,,30,
PS0606,dimensions_mm,80x187x3,,
PS0606,weight_g,,11,
PS0606,material,Kağıt/Selüloz,,
PS0606,alcohol_free,,,true
PS0606,toxic_free,,,true
PS0606,made_in,İtalya,,
PS0606,collection,Paper (Asma Kart),,
PS0707,scent,Okyanus,,
PS0707,durability_label,30 Gün,,
PS0707,durability_days,,30,
PS0707,dimensions_mm,80x187x3,,
PS0707,weight_g,,11,
PS0707,material,Kağıt/Selüloz,,
PS0707,alcohol_free,,,true
PS0707,toxic_free,,,true
PS0707,made_in,İtalya,,
PS0707,collection,Paper (Asma Kart),,
PS0821,scent,Yeşil Çay,,
PS0821,durability_label,30 Gün,,
PS0821,durability_days,,30,
PS0821,dimensions_mm,80x187x3,,
PS0821,weight_g,,11,
PS0821,material,Kağıt/Selüloz,,
PS0821,alcohol_free,,,true
PS0821,toxic_free,,,true
PS0821,made_in,İtalya,,
PS0821,collection,Paper (Asma Kart),,
PS0931,scent,Narenciye,,
PS0931,durability_label,30 Gün,,
PS0931,durability_days,,30,
PS0931,dimensions_mm,80x187x3,,
PS0931,weight_g,,11,
PS0931,material,Kağıt/Selüloz,,
PS0931,alcohol_free,,,true
PS0931,toxic_free,,,true
PS0931,made_in,İtalya,,
PS0931,collection,Paper (Asma Kart),,
76762,scent,Vanilya & Zencefil,,
76762,design,Marta Card,,
76762,material,Yumuşak Kauçuk,,
76762,alcohol_free,,,true
76762,toxic_free,,,true
76762,made_in,İtalya,,
76762,collection,Marta Card,,
SC2201,scent,Vanilya,,
SC2201,durability_days,,45,
SC2201,dimensions_mm,80x178x10,,
SC2201,weight_g,,20,
SC2201,material,EVA Termo-Plastik,,
SC2201,alcohol_free,,,true
SC2201,toxic_free,,,true
SC2201,made_in,İtalya,,
SC2201,collection,Scented Card,,
SC0223,scent,New Car,,
SC0223,durability_days,,45,
SC0223,dimensions_mm,80x178x10,,
SC0223,weight_g,,20,
SC0223,material,EVA Termo-Plastik,,
SC0223,alcohol_free,,,true
SC0223,toxic_free,,,true
SC0223,made_in,İtalya,,
SC0223,collection,Scented Card,,
SC2304,scent,Kiraz,,
SC2304,durability_days,,45,
SC2304,dimensions_mm,80x178x10,,
SC2304,weight_g,,20,
SC2304,material,EVA Termo-Plastik,,
SC2304,alcohol_free,,,true
SC2304,toxic_free,,,true
SC2304,made_in,İtalya,,
SC2304,collection,Scented Card,,
SC0922,scent,Meyve,,
SC0922,durability_days,,45,
SC0922,dimensions_mm,80x178x10,,
SC0922,weight_g,,20,
SC0922,material,EVA Termo-Plastik,,
SC0922,alcohol_free,,,true
SC0922,toxic_free,,,true
SC0922,made_in,İtalya,,
SC0922,collection,Scented Card,,
SC2424,scent,Lavanta,,
SC2424,durability_days,,45,
SC2424,dimensions_mm,80x178x10,,
SC2424,weight_g,,20,
SC2424,material,EVA Termo-Plastik,,
SC2424,alcohol_free,,,true
SC2424,toxic_free,,,true
SC2424,made_in,İtalya,,
SC2424,collection,Scented Card,,
SC2508,scent,Nane,,
SC2508,durability_days,,45,
SC2508,dimensions_mm,80x178x10,,
SC2508,weight_g,,20,
SC2508,material,EVA Termo-Plastik,,
SC2508,alcohol_free,,,true
SC2508,toxic_free,,,true
SC2508,made_in,İtalya,,
SC2508,collection,Scented Card,,
SC1515,function,Koku Nötralize Edici,,
SC1515,durability_days,,45,
SC1515,dimensions_mm,80x178x10,,
SC1515,weight_g,,20,
SC1515,material,EVA Termo-Plastik,,
SC1515,alcohol_free,,,true
SC1515,toxic_free,,,true
SC1515,made_in,İtalya,,
SC1515,collection,Scented Card,,
JS1057,scent,Nane,,
JS1057,volume,60 ml,,
JS1057,volume_ml,,60,
JS1057,dimensions_mm,185x82x38,,
JS1057,alcohol_free,,,true
JS1057,made_in,İtalya,,
JS1057,collection,Pump Spray,,
JS0458,scent,Baharatlı,,
JS0458,volume,60 ml,,
JS0458,volume_ml,,60,
JS0458,dimensions_mm,185x82x38,,
JS0458,alcohol_free,,,true
JS0458,made_in,İtalya,,
JS0458,collection,Pump Spray,,
JS0859,scent,Ferah,,
JS0859,volume,60 ml,,
JS0859,volume_ml,,60,
JS0859,dimensions_mm,185x82x38,,
JS0859,alcohol_free,,,true
JS0859,made_in,İtalya,,
JS0859,collection,Pump Spray,,
JS1360,scent,Çiçek,,
JS1360,volume,60 ml,,
JS1360,volume_ml,,60,
JS1360,dimensions_mm,185x82x38,,
JS1360,alcohol_free,,,true
JS1360,made_in,İtalya,,
JS1360,collection,Pump Spray,,
JS0161,scent,Vanilya,,
JS0161,volume,60 ml,,
JS0161,volume_ml,,60,
JS0161,dimensions_mm,185x82x38,,
JS0161,alcohol_free,,,true
JS0161,made_in,İtalya,,
JS0161,collection,Pump Spray,,
JS0962,scent,Tropikal Meyve,,
JS0962,volume,60 ml,,
JS0962,volume_ml,,60,
JS0962,dimensions_mm,185x82x38,,
JS0962,alcohol_free,,,true
JS0962,made_in,İtalya,,
JS0962,collection,Pump Spray,,
76389,scent,Classic Man,,
76389,volume,150 ml,,
76389,volume_ml,,150,
76389,made_in,İtalya,,
76389,collection,Bean Spray,,
78608,scent,Arab Opulence,,
78608,volume,250 ml,,
78608,volume_ml,,250,
78608,made_in,İtalya,,
78608,collection,Marta La Farfalla Spray,,
78610,scent,Golden Arabia,,
78610,volume,250 ml,,
78610,volume_ml,,250,
78610,made_in,İtalya,,
78610,collection,Marta La Farfalla Spray,,
78615,scent,Laurel Bay,,
78615,volume,250 ml,,
78615,volume_ml,,250,
78615,made_in,İtalya,,
78615,collection,Marta La Farfalla Spray,,
EF1515,function,Koku Nötralize Edici (Petek),,
EF1515,durability_days,,45,
EF1515,dimensions_mm,85x45x26,,
EF1515,weight_g,,12,
EF1515,alcohol_free,,,true
EF1515,toxic_free,,,true
EF1515,made_in,İtalya,,
EF1515,collection,Standard (Vent Clip),,
ED1515,function,Koku Nötralize Edici (Köpek),,
ED1515,durability_days,,45,
ED1515,dimensions_mm,85x45x26,,
ED1515,weight_g,,13,
ED1515,alcohol_free,,,true
ED1515,toxic_free,,,true
ED1515,made_in,İtalya,,
ED1515,collection,Little Dog (3D Köpek),,
Q2M-OR500M,function,Organik Koku Nötralize Edici,,
Q2M-OR500M,volume,500 ml,,
Q2M-OR500M,volume_ml,,500,
Q2M-OR500M,consumption_ml_per_car,,35,
Q2M-OR500M,ph_level,~7 (nötr),,
Q2M-OR500M,alcohol_free,,,true
Q2M-OR500M,made_in,Güney Kore,,
79415,function,Enzim Bazlı Koku Giderme,,
79415,volume,500 ml,,
79415,volume_ml,,500,
79415,consumption_ml_per_car,,40,
79415,ph_level,9.50,,
79415,made_in,İtalya,,
74436,function,Dezenfeksiyon + Koku Giderme,,
74436,volume,250 ml,,
74436,volume_ml,,250,
74436,made_in,İtalya,,
701610,function,Koku Giderme,,
701610,volume,750 ml,,
701610,volume_ml,,750,
701610,made_in,İtalya,,
TF1138,scent,Orkide,,
TF1138,quantity,2'li Paket,,
TF1138,alcohol_free,,,true
TF1138,toxic_free,,,true
TF1138,made_in,İtalya,,
TF1138,collection,Tumble Fresh,,
TF0137,scent,Vanilya,,
TF0137,quantity,2'li Paket,,
TF0137,alcohol_free,,,true
TF0137,toxic_free,,,true
TF0137,made_in,İtalya,,
TF0137,collection,Tumble Fresh,,
TF2136,scent,Lavanta,,
TF2136,quantity,2'li Paket,,
TF2136,alcohol_free,,,true
TF2136,toxic_free,,,true
TF2136,made_in,İtalya,,
TF2136,collection,Tumble Fresh,,
76283,scent,Classic,,
76283,made_in,İtalya,,
76283,collection,Bean Refill,,
76280,scent,Sporty,,
76280,made_in,İtalya,,
76280,collection,Bean Refill,,
Q2M-ORP4P,quantity,,4,
Q2M-ORP4P,features,"Kokuları maskelemez, kaynağında yok eder",,
Q2M-ORP4P,function,Aktif Partikül Koku Giderici Ped,,
Q2M-ORP4P,alcohol_free,,,true
Q2M-ORP4P,made_in,Güney Kore,,
Q2M-GPYA1000M,durability_label,4 Hafta,,
Q2M-GPYA1000M,application_method,Spray & Wipe,,
Q2M-GPYA1000M,features,"Mevcut kaplamaları besler, kayganlık verir",,
Q2M-GPYA1000M,function,Temizlik + Hidrofobik Koruma,,
Q2M-GPYA1000M,ph_level,Nötr (pH 7),,
Q2M-GPYA1000M,volume,1000 ml,,
700662,concentrate,,,true
700662,dilution_ratio,1:10 - 1:20,,
700662,function,Cam + Yüzey Temizleyici,,
700662,volume,"4,54 lt",,
700662,dilution,1:10 - 1:20,,
700466,concentrate,,,true
700466,dilution_ratio,1:10,,
700466,function,Cam + Lake + Parlak Yüzey Temizleyici,,
700466,volume,"4,54 L",,
700466,scent,Hoş koku,,
71176,concentrate,,,true
71176,dilution_ratio,1:10,,
71176,function,Cam + Lake + Laminant Temizleyici,,
71176,volume,25 kg,,
71176,scent,Ferah tazelik,,
JC0101,features,Entegre mikrofiber gövde,,
JC0101,function,Ekran Temizleyici,,
JC0101,volume,14 ml,,
74955,dilution_ratio,1:10 - 1:15,,
74955,volume_ml,,250,
701606,volume_ml,,1000,
06008.056.001,type,Kesici Katı Cila,,
06008.056.001,color,Kahverengi,,
12001.056.001,type,Kesici Katı Cila (Gloss Wax),,
12001.056.001,color,Bej,,
07001.056.001,type,Kesici Katı Cila,,
07001.056.001,color,Yeşil,,
07945.056.001,type,Orta Kesici Katı Cila,,
07945.056.001,color,Mavi,,
07945.056.001,finish,Yüksek parlaklık,,
07163.056.001,type,Orta Kesici Katı Cila (Tek Adım),,
07163.056.001,color,Beyaz,,
12002.056.001,type,Parlatıcı Katı Cila (Gloss Wax),,
12002.056.001,color,Bej,,
07008.056.001,type,Parlatıcı Katı Cila,,
07008.056.001,color,Bej,,
07006.056.001,type,Parlatıcı Katı Cila,,
07006.056.001,color,Beyaz,,
07201.056.001,type,Parlatıcı Katı Cila,,
07201.056.001,color,Pembe,,
07984.056.001,type,Süper Parlatıcı Katı Cila,,
07984.056.001,color,Sarı,,
07933.056.001,type,Süper Parlatıcı Katı Cila,,
07933.056.001,color,Beyaz,,
70933,dilution_ratio,1:5 - 1:10,,
70933,weight_kg,,25,
Q2M-FCNA1000M,target_surfaces,Kumaş Koltuk,,
Q2M-FCNA1000M,target_surfaces,Paspas,,
Q2M-FCNA1000M,target_surfaces,Tavan Döşemesi,,
Q2M-FCNA1000M,application_method,Sprey & Fırça,,
Q2M-FCNA1000M,features,"Koku giderir, leke çıkarır, koruma öncesi hazırlık",,
Q2M-FCNA1000M,ph_level,,10,
Q2M-PRYA250M,target_surfaces,İç Trim,,
Q2M-PRYA250M,target_surfaces,Torpido,,
Q2M-PRYA250M,target_surfaces,Kapı Panelleri,,
Q2M-PRYA250M,finish,Mat/Saten,,
Q2M-PRYA250M,uv_protection,,,true
Q2M-PRYA250M,durability_label,3 Ay,,
Q2M-PRYA250M,features,Solmuş plastikleri yeniler,,
Q2M-TRC500M,target_surfaces,Plastik,,
Q2M-TRC500M,target_surfaces,Vinil,,
Q2M-TRC500M,target_surfaces,Motor Kapakları,,
Q2M-TRC500M,finish,Mat (Kalıntısız),,
Q2M-TRC500M,features,"Eski parlatıcıları söker, antistatik temizlik",,
Q2M-TRC500M,ph_level,Nötr,,
73378,target_surfaces,Kumaş,,
73378,target_surfaces,Kadife,,
73378,target_surfaces,Halı,,
73378,concentrate,,,true
73378,dilution_ratio,1:50,,
73378,application_method,Vakum Makinesi veya Manuel,,
73378,features,"Kalıntısız kuruma, leke sökücü",,
77075,target_surfaces,Gıda Temas Yüzeyleri,,
77075,target_surfaces,Masalar,,
77075,target_surfaces,Sert Yüzeyler,,
77075,features,"Alkol bazlı, hızlı kuruma",,
77080,target_surfaces,Ofis,,
77080,target_surfaces,Araç İçi,,
77080,target_surfaces,Genel Alanlar,,
77080,dilution_ratio,1:20 (Zemin) - Saf (Yüzey),,
77080,features,"Durulama gerektirmez, hijyen sağlar",,
70901,target_surfaces,Kumaş,,
70901,target_surfaces,Halı,,
70901,target_surfaces,Tavan Döşemesi,,
70901,application_method,Sık-Sil (Susuz),,
70901,features,"Kuru köpük, tavan temizliği için ideal",,
70901,volume_ml,,600,
74598,target_surfaces,Torpido,,
74598,target_surfaces,Plastik,,
74598,target_surfaces,Ahşap Trim,,
74598,finish,Parlak/Canlı,,
74598,scent,Vanilya,,
74598,features,Tozlanmayı geciktirir,,
74598,volume_ml,,750,
Q2M-PM500M,target_surfaces,Tüm İç Yüzeyler,,
Q2M-PM500M,features,"PurifyCoat kaplamasını destekler, hijyen sağlar",,
Q2M-PM500M,ph_level,Nötr,,
Q2M-PM500M,alcohol_free,,,true
701285,target_surfaces,Deri,,
701285,target_surfaces,Kumaş,,
701285,target_surfaces,Plastik,,
701285,application_method,Sprey & Sil,,
701285,features,"Çok amaçlı süper temizleyici, nikotin ve yağ lekelerini çözer",,
701285,concentrate,,,true
701285,dilution_ratio,1:25 - 1:50,,
79771,target_surfaces,Motor,,
79771,target_surfaces,Plastik,,
79771,target_surfaces,Jant,,
79771,target_surfaces,Kumaş,,
79771,concentrate,,,true
79771,dilution_ratio,1:5 - 1:20,,
79771,ph_level,,10.5,
79818,target_surfaces,Deri,,
79818,target_surfaces,Kumaş,,
79818,target_surfaces,Alcantara,,
79818,concentrate,,,true
79818,dilution_ratio,1:5 - 1:20,,
79818,features,"Profesyonel boy, güvenli temizlik",,
79818,finish,Doğal/Mat,,
79818,ph_level,,9.5,
77019,target_surfaces,Zemin,,
77019,target_surfaces,Atölye,,
77019,target_surfaces,Ağır Kirli Yüzeyler,,
77019,concentrate,,,true
77019,dilution_ratio,1:50,,
77019,ph_level,Alkali,,
77019,features,Gözenekli yüzeylerden kiri söker,,
77019,weight_kg,,5,
Q2M-APYA4000M,dilution_ratio,1:15 - 1:1,,
Q2M-APYA4000M,ph_level,,12,
Q2M-APYA4000M,volume_ml,,4000,
Q2M-IDYA4000M,volume_ml,,4000,
Q2M-DT10P,ph_level,Nötr,,
70894,volume_ml,,600,
75132,dilution_ratio,Saf - 1:50,,
75277,volume_ml,,600,
71110,dilution_ratio,1:3 - 1:15,,
71110,weight_kg,,25,
70723,dilution_ratio,1:25 - 1:50,,
70723,weight_kg,,25,
75404,dilution_ratio,1:25 - 1:50,,
75404,weight_kg,,25,
71676,dilution_ratio,1:80 - 1:100,,
71676,weight_kg,,5,
701010,dilution_ratio,Saf - 1:10,,
79298,ph_level,,6.5,
79298,volume_ml,,500,
Q2-LCR500M,function,SiO2 Bazlı Koruma,,
Q2-LCR500M,finish,Mat / Görünmez,,
Q2-LCR500M,durability_label,3 Ay,,
Q2-LCR500M,features,Kot boyası transferini engeller,,
Q2-LCR500M,ph_level,Nötr (pH 7),,
Q2-LCR500M,volume,500 ml,,
Q2M-LCSYA1000M,ph_level,Alkali (pH 12),,
Q2M-LCSYA1000M,features,"Kalıntısız durulama, köpüren formül",,
Q2M-LCSYA1000M,volume,1000 ml,,
Q2M-LCSYA1000M,dilution,Saf veya 1:1-1:3 seyreltme,,
700468,function,Besleme ve Nemlendirme,,
700468,scent,Black Orchid (Siyah Orkide),,
700468,ph_level,Nötr (7.29),,
700468,features,"Çatlamayı önler, esneklik kazandırır",,
700468,volume,"4,54 lt",,
71132,function,Temizlik ve Bakım (2in1),,
71132,ph_level,Nötr (7.0),,
71132,features,"Kullanıma hazır, durulama gerektirmez",,
71132,scent,Doğal Deri Aroması,,
71132,volume,750 ml,,
71132,dilution,Kullanıma hazır,,
Q2M-LSSYA200M,kit_contents,200 ml Cleaner,,
Q2M-LSSYA200M,kit_contents,120 ml LeatherCoat,,
Q2M-LSSYA200M,kit_contents,ScrubPad EVO,,
Q2M-LSSYA200M,kit_contents,MF Aplikatör,,
Q2M-LSSYA200M,kit_contents,LeatherWipe,,
Q2M-LSSYA200M,ph_level,,10,
Q2M-LSSYA200M,dilution_ratio,1:5 - 1:10,,
Q2M-LCN1000M,ph_level,Nötr,,
Q2M-LCN1000M,silicone_free,,,true
Q2M-LCN1000M,dilution_ratio,Saf veya 1:1,,
Q2M-LCN1000M,volume_ml,,1000,
Q2M-LSN200M,kit_contents,200 ml Cleaner,,
Q2M-LSN200M,kit_contents,120 ml Coat,,
Q2M-LSN200M,kit_contents,ScrubPad EVO,,
Q2M-LSN200M,kit_contents,MF Aplikatör,,
Q2M-LSN200M,kit_contents,LeatherWipe,,
Q2M-LSN200M,ph_level,,7,
75130,function,Rust & Limescale Remover,,
75130,ph_level,Asidik (pH < 2),,
75130,volume,750 ml,,
75131,function,Degreaser & Stain Remover,,
75131,volume,750 ml,,
75131,scent,Ferah deniz esintisi,,
24011.261.080,volume,1 lt,,
24011.261.080,function,"3in1 - Düzeltme, Parlatma, Koruma Hazırlığı",,
24011.261.080,cut_level,,8,
24011.261.080,machine_compatibility,rotary,,
75112,function,All Purpose Cleaner,,
75112,volume,5 kg,,
701283,function,Toilet Cleaner & Digestant,,
701283,volume,1000 ml,,
MT14850M,color,Sarı,,
MT14850M,material,Birinci sınıf krepon kağıdı,,
HPG11850M,color,Yeşil,,
TT01T10M,material,Esnek polyester (190 mikron) + işlenmiş kağıt,,
Q2M-MT6X18M,quantity,20 rulo/paket,,
Q2M-MT6X18M,color,Lacivert (GYEON),,
Q2M-SDE7090C,size,70x90 cm,,
Q2M-SDE7090C,type,Twist Pile (Bükümlü Lif),,
Q2M-SDE7090C,features,Kendi ağırlığının 10 katı su emişi,,
3213EMR,size,75x43 cm,,
3213EMR,type,Twist Pile (Çift Taraflı),,
3213EMR,features,"Orta boy, yüksek emiş",,
Q2M-SODE6080C,size,60x80 cm,,
Q2M-SODE6080C,type,Plush (Peluş),,
Q2M-SODE6080C,features,"Ekstra yumuşak, hassas boyalar için",,
3215D,size,45x37 cm,,
3215D,type,Ultra Plush,,
3215D,features,Cila silme ve parlatma için kral,,
Q2M-SWE4040C,size,40x40 cm,,
Q2M-SWE4040C,type,Plush (Peluş),,
Q2M-SWE4040C,features,Quick Detailer ve Wax silimi için ideal,,
Q2M-PWE4040C,size,40x40 cm,,
Q2M-PWE4040C,type,Dual Pile (Kısa/Uzun Tüylü),,
Q2M-PWE4040C,features,Pasta kalıntılarını ve yağları silmek için,,
Q2M-BWE4040,size,40x40 cm,,
Q2M-BWE4040,type,Short Pile (Kısa Tüylü),,
Q2M-BWE4040,features,Seramik kaplama silimi için en iyisi,,
3217HS-5G,size,40x40 cm,,
3217HS-5G,quantity,,5,
3217HS-5G,features,Genel temizlik ve silme işlemleri,,
3217HS-5G,silicone_free,,,true
Q2M-STE,size,20x30 cm,,
Q2M-STE,type,3 Farklı Elyaf (Twist+Split+Chenille),,
Q2M-STE,features,Kaygan ve çiziksiz yıkama,,
3221A-RD,size,20x18 cm,,
3221A-RD,type,Duo (Eldiven ve Ped olarak kullanım),,
3221A-RD,features,"İç süngerli, yüksek köpük tutuşu",,
3227I-HD,size,23x16 cm,,
3227I-HD,type,Ultra Soft Long Pile,,
3227I-HD,features,Hassas boyalar için en yumuşak seçenek,,
3227I-HD,color,Açık Bej (Ivory),,
Q2M-WME,size,Ergonomik,,
Q2M-WME,features,Fren tozuna ve kire dayanıklı,,
Q2M-GWE4040,size,40x40 cm,,
Q2M-GWE4040,type,Waffle Weave (Petek Dokulu),,
Q2M-GWE4040,features,İz bırakmayan cam temizliği,,
3218,size,60x30 cm,,
3218,features,"Yüzeye yapışmaz, kaygan silim",,
3218,color,Sarı,,
Q2M-IWE40402P,size,40x40 cm,,
Q2M-IWE40402P,type,Plush & Double Sided,,
Q2M-IWE40402P,features,Toz alma ve ekran silme için güvenli,,
Q2M-IWE40402P,quantity,,2,
Q2M-LWE40402P,size,40x40 cm,,
Q2M-LWE40402P,features,Deri temizleyicilerle kullanım için özel doku,,
Q2M-LWE40402P,quantity,,2,
Q2M-SEP1010C,size,10x10 cm,,
Q2M-SEP1010C,quantity,,10,
Q2M-SEP1010C,features,Seramik kaplama aplikatörüne sarılarak kullanılır,,
KLIN-3113AG,size,40x40 cm,,
KLIN-3113AG,quantity,,10,
KLIN-3113AG,features,Genel temizlik için ekonomik paket,,
Q2M-IPE4P,kit_contents,InteriorWipe (2),,
Q2M-IPE4P,kit_contents,GlassWipe (1),,
Q2M-IPE4P,kit_contents,LeatherWipe (1),,
Q2M-IPE4P,features,Komple iç temizlik seti,,
Q2M-IPE4P,size,40x40 cm,,
Q2M-GPE2P,kit_contents,GlassWipe,,
Q2M-GPE2P,kit_contents,BaldWipe,,
Q2M-GPE2P,features,Waffle ve düz dokuma kombinasyonu,,
Q2M-GPE2P,size,40x40 cm,,
Q2M-WP,type,Çift Taraflı (Uzun/Kısa Lif),,
Q2M-WP,features,Q²M RestartWash ile uyumlu,,
3215ZB,size,40x40 cm,,
3215ZB,type,Dual Pile (Çift Taraflı),,
3215ZB,features,Cila silme ve parlatma,,
3215ZB,quantity,,2,
3215ZB,color,Gri,,
3217HS-5W,size,40x40 cm,,
3217HS-5W,quantity,,5,
3217HS-5W,color,Beyaz,,
3217HS-5W,features,Genel temizlik ve silme,,
3217HS-5W,silicone_free,,,true
3218-1,size,30x40 cm,,
3218-1,type,Dual Pile (Çift Taraflı),,
3218-1,features,İz bırakmayan cam temizliği,,
3218-1,color,Sarı,,
Q2M-WD4060C,size,40x60 cm,,
Q2M-WD4060C,type,Waffle Weave,,
Q2M-WD4060C,features,Cam ve yüzey kurulama için büyük boy,,
3225A-BL,size,25x15 cm,,
3225A-BL,type,Wash Pad,,
3225A-BL,color,Mavi,,
3225A-BL,features,Araç yıkama için düz pad,,
3227B,size,20x16 cm,,
3227B,type,Soft Long Pile,,
3227B,color,Siyah,,
3227B,features,Yumuşak tüylü yıkama eldiveni,,
3228R,size,22x14 cm,,
3228R,type,Soft Long Pile Pad,,
3228R,color,Kırmızı,,
3228R,features,Yumuşak tüylü yıkama padi,,
70919,function,Kurulama ve Temizlik Bezi,,
70919,material,Sentetik Güderi,,
70919,weight_g,,300,
70919,made_in,İtalya,,
3219,function,Zorlu Kir ve Yağ Temizliği,,
3219,material,Elastik Fiber + Polimer Kaplama,,
3219,color,Yeşil,,
3219,made_in,Güney Kore,,
3236NBR2,function,Araç İçi Deri ve Plastik Temizlik,,
3236NBR2,material,Sentetik fiber + Sünger,,
3236NBR2,quantity,,2,
3236NBR2,made_in,Güney Kore,,
26900.224.010,color,Kırmızı,,
26900.224.010,hardness,Hard,,
26900.224.010,cut_level,Heavy Cut,,
26900.224.010,diameter_mm,,150,
26900.224.010,base_diameter_mm,,130,
26900.224.010,machine_compatibility,Rotary,,
26900.224.010,machine_compatibility,Orbital,,
26900.224.011,color,Sarı,,
26900.224.011,hardness,Medium,,
26900.224.011,cut_level,Medium Cut,,
26900.224.011,diameter_mm,,150,
26900.224.011,base_diameter_mm,,130,
26900.224.011,machine_compatibility,Rotary,,
26900.224.011,machine_compatibility,Orbital,,
26900.224.012,color,Yeşil,,
26900.224.012,hardness,Soft,,
26900.224.012,cut_level,Finish,,
26900.224.012,diameter_mm,,150,
26900.224.012,base_diameter_mm,,130,
26900.224.012,machine_compatibility,Rotary,,
26900.224.012,machine_compatibility,Orbital,,
26907.099.001,color,Kırmızı,,
26907.099.001,hardness,Hard,,
26907.099.001,cut_level,Heavy Cut,,
26907.099.001,diameter_mm,,95,
26907.099.001,base_diameter_mm,,75,
26907.099.001,machine_compatibility,Rotary,,
26907.099.001,machine_compatibility,Orbital,,
26908.099.001,color,Sarı,,
26908.099.001,hardness,Medium,,
26908.099.001,cut_level,Medium Cut,,
26908.099.001,diameter_mm,,95,
26908.099.001,base_diameter_mm,,75,
26908.099.001,machine_compatibility,Rotary,,
26908.099.001,machine_compatibility,Orbital,,
26909.099.001,color,Yeşil,,
26909.099.001,hardness,Soft,,
26909.099.001,cut_level,Finish,,
26909.099.001,diameter_mm,,95,
26909.099.001,base_diameter_mm,,75,
26909.099.001,machine_compatibility,Rotary,,
26909.099.001,machine_compatibility,Orbital,,
26900.223.003,color,Sarı,,
26900.223.003,hardness,Medium-Soft,,
26900.223.003,cut_level,Finish,,
26900.223.003,diameter_mm,,150,
26900.223.003,cell_structure,Open Cell,,
26900.223.003,machine_compatibility,Rotary,,
26906.099.001,design,Krater/Petek,,
26906.099.001,material,Kuzu Yünü,,
26906.099.001,cut_level,Heavy Cut,,
26906.099.001,diameter_mm,,230,
26906.099.001,machine_compatibility,Rotary,,
26915.099.001,material,Kuzu Yünü,,
26915.099.001,cut_level,Heavy Cut,,
26915.099.001,diameter_mm,,165,
26915.099.001,machine_compatibility,Orbital,,
26913.099.001,material,Kuzu Yünü,,
26913.099.001,cut_level,Heavy Cut,,
26913.099.001,diameter_mm,,90,
26913.099.001,machine_compatibility,Rotary,,
26913.099.001,machine_compatibility,Orbital,,
PU150F-C,cut_level,Ultra Finish,,
PU150F-C,color,Mor,,
PU150F-C,diameter_mm,,150,
PU150F-C,machine_compatibility,Orbital,,
PU150F-C,base_diameter_mm,,130,
PU150F-C,cell_structure,Open Cell,,
PU150F-C,hardness,Medium-Hard,,
KP160-22L,cut_level,Heavy Cut,,
KP160-22L,material,Doğal Kuzu Postu,,
KP160-22L,diameter_mm,,160,
KP160-22L,machine_compatibility,Rotary,,
KP160-22L,color,Lila,,
NPMW6555,cut_level,Medium Cut,,
NPMW6555,material,Mikrofiber,,
NPMW6555,diameter_mm,,65,
NPMW6555,machine_compatibility,Nano/Mini,,
NPMW6555,base_diameter_mm,,55,
NPMW6555,color,Beyaz/Turuncu,,
GE180F-C,cut_level,Protection/Wax,,
GE180F-C,color,Yeşil,,
GE180F-C,diameter_mm,,175,
GE180F-C,machine_compatibility,Orbital,,
GE180F-C,base_diameter_mm,,150,
GE180F-C,cell_structure,Open Cell,,
GE180F-C,hardness,Soft,,
GRY180F-C,cut_level,Heavy Cut,,
GRY180F-C,color,Gri,,
GRY180F-C,diameter_mm,,175,
GRY180F-C,machine_compatibility,Orbital,,
GRY180F-C,base_diameter_mm,,155,
GRY180F-C,cell_structure,Open Cell,,
GRY180F-C,hardness,Medium-Hard,,
RE180F-C,cut_level,Medium Cut,,
RE180F-C,color,Kırmızı,,
RE180F-C,diameter_mm,,175,
RE180F-C,machine_compatibility,Orbital,,
RE180F-C,base_diameter_mm,,155,
RE180F-C,cell_structure,Open Cell,,
RE180F-C,hardness,Medium,,
PU140F-C,cut_level,Ultra Finish,,
PU140F-C,color,Mor,,
PU140F-C,diameter_mm,,140,
PU140F-C,features,İnce yapı (Thinline),,
PU140F-C,machine_compatibility,Orbital,,
PU140F-C,base_diameter_mm,,130,
PU140F-C,cell_structure,Open Cell,,
PU140F-C,hardness,Medium-Hard,,
GPRO180F-C,cut_level,Finish,,
GPRO180F-C,color,Sarı,,
GPRO180F-C,diameter_mm,,175,
GPRO180F-C,machine_compatibility,Orbital,,
GPRO180F-C,base_diameter_mm,,155,
GPRO180F-C,cell_structure,Open Cell,,
GPRO180F-C,hardness,Medium-Soft,,
DOR150F-C,cut_level,One Step,,
DOR150F-C,color,Turuncu,,
DOR150F-C,diameter_mm,,150,
DOR150F-C,machine_compatibility,Orbital,,
DOR150F-C,base_diameter_mm,,130,
DOR150F-C,cell_structure,Open Cell,,
DOR150F-C,hardness,Medium,,
DOR160F,cut_level,One Step,,
DOR160F,color,Turuncu,,
DOR160F,diameter_mm,,160,
DOR160F,machine_compatibility,Rotary,,
DOR160F,base_diameter_mm,,130,
DOR160F,cell_structure,Open Cell,,
DOR160F,hardness,Medium,,
VPRO160F,cut_level,Extra Heavy Cut,,
